  locus,   size,  type,      raw,      pM,     pKM,"	gene", product,,,,,,,,,,,,,,,,,,,,
PROKKA_01131,12, igtop,6,1.1,91.57,,,,,,,"	cbcW_2",0,0,0,,"	cbcW_2",,,,,"	cbcW_2",,,,,
PROKKA_01131,12, igbot,2,0.37,30.52,,,,,,,0,"	cbcW_2",0,0,,,"	cbcW_2",,,,"	cbcW_2",,,,,
PROKKA_01131,663, sense,8,1.47,2.21,"	cbcW_2"," ""CbcW""",,,,,0,0,"	cbcW_2",0,,,,"	cbcW_2",,,"	cbcW_2",,,,,
PROKKA_01131,663, antis,8,1.47,2.21,,,,,,,0,0,0,"	cbcW_2",,,,,"	cbcW_2",,"	cbcW_2",,,,,
PROKKA_01132,1, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_01132,1, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_01132,936, sense,13,2.38,2.54,"	n/a","  ""putative binding protein component of ABC transporter""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_01132,936, antis,3,0.55,0.59,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_01133,1, igtop,0,0,0,,,,,,,"	cbcW_3",0,0,0,,"	cbcW_3",,,,,"	cbcW_3",,,,,
PROKKA_01133,1, igbot,0,0,0,,,,,,,0,"	cbcW_3",0,0,,,"	cbcW_3",,,,"	cbcW_3",,,,,
PROKKA_01133,723, sense,0,0,0,"	cbcW_3"," ""CbcW""",,,,,0,0,"	cbcW_3",0,,,,"	cbcW_3",,,"	cbcW_3",,,,,
PROKKA_01133,723, antis,3,0.55,0.76,,,,,,,0,0,0,"	cbcW_3",,,,,"	cbcW_3",,"	cbcW_3",,,,,
PROKKA_01134,442, igtop,30,5.49,12.43,,,,,,,"	nhaP_1",0,0,0,,"	nhaP_1",,,,,"	nhaP_1",,,,,
PROKKA_01134,442, igbot,2,0.37,0.83,,,,,,,0,"	nhaP_1",0,0,,,"	nhaP_1",,,,"	nhaP_1",,,,,
PROKKA_01134,1275, sense,40,7.33,5.75,"	nhaP_1"," ""Na+/H+ antiporter NhaP""",,,,,0,0,"	nhaP_1",0,,,,"	nhaP_1",,,"	nhaP_1",,,,,
PROKKA_01134,1275, antis,7,1.28,1.01,,,,,,,0,0,0,"	nhaP_1",,,,,"	nhaP_1",,"	nhaP_1",,,,,
PROKKA_01135,43, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_01135,43, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_01135,102, sense,0,0,0,"	n/a","  ""hypothetical protein""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_01135,102, antis,0,0,0,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_01136,1, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_01136,1, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_01136,246, sense,0,0,0,"	n/a","  ""amino acid transporter""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_01136,246, antis,3,0.55,2.23,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_01137,29, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_01137,29, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_01137,900, sense,12,2.2,2.44,"	n/a","  ""putative sugar phosphatase""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_01137,900, antis,1,0.18,0.2,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_01138,104, igtop,0,0,0,,,,,,,"	tpbA",0,0,0,,"	tpbA",,,,,"	tpbA",,,,,
PROKKA_01138,104, igbot,0,0,0,,,,,,,0,"	tpbA",0,0,,,"	tpbA",,,,"	tpbA",,,,,
PROKKA_01138,657, sense,8,1.47,2.23,"	tpbA"," ""protein tyrosine phosphatase TpbA""",,,,,0,0,"	tpbA",0,,,,"	tpbA",,,"	tpbA",,,,,
PROKKA_01138,657, antis,1,0.18,0.28,,,,,,,0,0,0,"	tpbA",,,,,"	tpbA",,"	tpbA",,,,,
PROKKA_01139,94, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_01139,94, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_01139,387, sense,0,0,0,"	n/a","  ""hypothetical protein""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_01139,387, antis,0,0,0,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_01140,20, igtop,0,0,0,,,,,,,"	rhlG_3",0,0,0,,"	rhlG_3",,,,,"	rhlG_3",,,,,
PROKKA_01140,20, igbot,0,0,0,,,,,,,0,"	rhlG_3",0,0,,,"	rhlG_3",,,,"	rhlG_3",,,,,
PROKKA_01140,831, sense,4,0.73,0.88,"	rhlG_3"," ""beta-ketoacyl reductase""",,,,,0,0,"	rhlG_3",0,,,,"	rhlG_3",,,"	rhlG_3",,,,,
PROKKA_01140,831, antis,0,0,0,,,,,,,0,0,0,"	rhlG_3",,,,,"	rhlG_3",,"	rhlG_3",,,,,
PROKKA_01141,86, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_01141,86, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_01141,750, sense,5,0.92,1.22,"	n/a","  ""putative methyltransferase""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_01141,750, antis,0,0,0,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_01142,15, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_01142,15, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_01142,465, sense,10,1.83,3.94,"	n/a","  ""drug/metabolite transporter (DMT) superfamily permease""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_01142,465, antis,0,0,0,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_01143,171, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_01143,171, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_01143,396, sense,3,0.55,1.39,"	n/a","  ""putative lipoprotein""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_01143,396, antis,0,0,0,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_01144,84, igtop,0,0,0,,,,,,,"	narL_1",0,0,0,,"	narL_1",,,,,"	narL_1",,,,,
PROKKA_01144,84, igbot,0,0,0,,,,,,,0,"	narL_1",0,0,,,"	narL_1",,,,"	narL_1",,,,,
PROKKA_01144,660, sense,14,2.56,3.88,"	narL_1"," ""two-component response regulator NarL""",,,,,0,0,"	narL_1",0,,,,"	narL_1",,,"	narL_1",,,,,
PROKKA_01144,660, antis,1,0.18,0.28,,,,,,,0,0,0,"	narL_1",,,,,"	narL_1",,"	narL_1",,,,,
PROKKA_01145,4, igtop,0,0,0,,,,,,,"	narX",0,0,0,,"	narX",,,,,"	narX",,,,,
PROKKA_01145,4, igbot,0,0,0,,,,,,,0,"	narX",0,0,,,"	narX",,,,"	narX",,,,,
PROKKA_01145,1869, sense,53,9.71,5.19,"	narX"," ""two-component sensor NarX""",,,,,0,0,"	narX",0,,,,"	narX",,,"	narX",,,,,
PROKKA_01145,1869, antis,1,0.18,0.1,,,,,,,0,0,0,"	narX",,,,,"	narX",,"	narX",,,,,
PROKKA_01146,1239, igtop,3,0.55,0.44,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_01146,1239, igbot,54,9.89,7.98,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_01146,90, sense,0,0,0,"	n/a","  ""tRNA-Arg""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_01146,90, antis,0,0,0,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_01147,152, igtop,1,0.18,1.2,,,,,,,"	narK2",0,0,0,,"	narK2",,,,,"	narK2",,,,,
PROKKA_01147,152, igbot,2,0.37,2.41,,,,,,,0,"	narK2",0,0,,,"	narK2",,,,"	narK2",,,,,
PROKKA_01147,1407, sense,0,0,0,"	narK2"," ""nitrite extrusion protein 2""",,,,,0,0,"	narK2",0,,,,"	narK2",,,"	narK2",,,,,
PROKKA_01147,1407, antis,2,0.37,0.26,,,,,,,0,0,0,"	narK2",,,,,"	narK2",,"	narK2",,,,,
PROKKA_01148,75, igtop,0,0,0,,,,,,,"	narG",0,0,0,,"	narG",,,,,"	narG",,,,,
PROKKA_01148,75, igbot,0,0,0,,,,,,,0,"	narG",0,0,,,"	narG",,,,"	narG",,,,,
PROKKA_01148,3786, sense,11,2.01,0.53,"	narG"," ""respiratory nitrate reductase alpha chain""",,,,,0,0,"	narG",0,,,,"	narG",,,"	narG",,,,,
PROKKA_01148,3786, antis,6,1.1,0.29,,,,,,,0,0,0,"	narG",,,,,"	narG",,"	narG",,,,,
PROKKA_01149,11, igtop,0,0,0,,,,,,,"	narH",0,0,0,,"	narH",,,,,"	narH",,,,,
PROKKA_01149,11, igbot,0,0,0,,,,,,,0,"	narH",0,0,,,"	narH",,,,"	narH",,,,,
PROKKA_01149,1542, sense,40,7.33,4.75,"	narH"," ""respiratory nitrate reductase beta chain""",,,,,0,0,"	narH",0,,,,"	narH",,,"	narH",,,,,
PROKKA_01149,1542, antis,3,0.55,0.36,,,,,,,0,0,0,"	narH",,,,,"	narH",,"	narH",,,,,
PROKKA_01150,5, igtop,0,0,0,,,,,,,"	narJ",0,0,0,,"	narJ",,,,,"	narJ",,,,,
PROKKA_01150,5, igbot,0,0,0,,,,,,,0,"	narJ",0,0,,,"	narJ",,,,"	narJ",,,,,
PROKKA_01150,741, sense,0,0,0,"	narJ"," ""respiratory nitrate reductase delta chain""",,,,,0,0,"	narJ",0,,,,"	narJ",,,"	narJ",,,,,
PROKKA_01150,741, antis,0,0,0,,,,,,,0,0,0,"	narJ",,,,,"	narJ",,"	narJ",,,,,
PROKKA_01151,2, igtop,0,0,0,,,,,,,"	narI",0,0,0,,"	narI",,,,,"	narI",,,,,
PROKKA_01151,2, igbot,0,0,0,,,,,,,0,"	narI",0,0,,,"	narI",,,,"	narI",,,,,
PROKKA_01151,684, sense,1,0.18,0.27,"	narI"," ""respiratory nitrate reductase gamma chain""",,,,,0,0,"	narI",0,,,,"	narI",,,"	narI",,,,,
PROKKA_01151,684, antis,7,1.28,1.87,,,,,,,0,0,0,"	narI",,,,,"	narI",,"	narI",,,,,
PROKKA_01152,54, igtop,1,0.18,3.39,,,,,,,"	ppiC1_1",0,0,0,,"	ppiC1_1",,,,,"	ppiC1_1",,,,,
PROKKA_01152,54, igbot,0,0,0,,,,,,,0,"	ppiC1_1",0,0,,,"	ppiC1_1",,,,"	ppiC1_1",,,,,
PROKKA_01152,819, sense,2,0.37,0.45,"	ppiC1_1"," ""peptidyl-prolyl cis-trans isomerase C1""",,,,,0,0,"	ppiC1_1",0,,,,"	ppiC1_1",,,"	ppiC1_1",,,,,
PROKKA_01152,819, antis,0,0,0,,,,,,,0,0,0,"	ppiC1_1",,,,,"	ppiC1_1",,"	ppiC1_1",,,,,
PROKKA_01153,56, igtop,1,0.18,3.27,,,,,,,"	moaA1",0,0,0,,"	moaA1",,,,,"	moaA1",,,,,
PROKKA_01153,56, igbot,0,0,0,,,,,,,0,"	moaA1",0,0,,,"	moaA1",,,,"	moaA1",,,,,
PROKKA_01153,990, sense,0,0,0,"	moaA1"," ""molybdopterin biosynthetic protein A1""",,,,,0,0,"	moaA1",0,,,,"	moaA1",,,"	moaA1",,,,,
PROKKA_01153,990, antis,0,0,0,,,,,,,0,0,0,"	moaA1",,,,,"	moaA1",,"	moaA1",,,,,
PROKKA_01154,637, igtop,17,3.11,4.89,,,,,,,"	aotJ_2",0,0,0,,"	aotJ_2",,,,,"	aotJ_2",,,,,
PROKKA_01154,637, igbot,14,2.56,4.03,,,,,,,0,"	aotJ_2",0,0,,,"	aotJ_2",,,,"	aotJ_2",,,,,
PROKKA_01154,792, sense,43,7.88,9.94,"	aotJ_2"," ""arginine/ornithine binding protein AotJ""",,,,,0,0,"	aotJ_2",0,,,,"	aotJ_2",,,"	aotJ_2",,,,,
PROKKA_01154,792, antis,12,2.2,2.77,,,,,,,0,0,0,"	aotJ_2",,,,,"	aotJ_2",,"	aotJ_2",,,,,
PROKKA_01155,23, igtop,0,0,0,,,,,,,"	dauR",0,0,0,,"	dauR",,,,,"	dauR",,,,,
PROKKA_01155,23, igbot,0,0,0,,,,,,,0,"	dauR",0,0,,,"	dauR",,,,"	dauR",,,,,
PROKKA_01155,633, sense,38,6.96,10.99,"	dauR"," ""transcriptional regulator""",,,,,0,0,"	dauR",0,,,,"	dauR",,,"	dauR",,,,,
PROKKA_01155,633, antis,28,5.13,8.1,,,,,,,0,0,0,"	dauR",,,,,"	dauR",,"	dauR",,,,,
PROKKA_01156,62, igtop,0,0,0,,,,,,,"	hcnC_1",0,0,0,,"	hcnC_1",,,,,"	hcnC_1",,,,,
PROKKA_01156,62, igbot,1,0.18,2.95,,,,,,,0,"	hcnC_1",0,0,,,"	hcnC_1",,,,"	hcnC_1",,,,,
PROKKA_01156,1128, sense,72,13.19,11.69,"	hcnC_1"," ""hydrogen cyanide synthase HcnC""",,,,,0,0,"	hcnC_1",0,,,,"	hcnC_1",,,"	hcnC_1",,,,,
PROKKA_01156,1128, antis,1,0.18,0.16,,,,,,,0,0,0,"	hcnC_1",,,,,"	hcnC_1",,"	hcnC_1",,,,,
PROKKA_01157,22, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_01157,22, igbot,4,0.73,33.3,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_01157,948, sense,10,1.83,1.93,"	n/a","  ""putative ornithine cyclodeaminase""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_01157,948, antis,1,0.18,0.19,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_01158,160, igtop,1,0.18,1.14,,,,,,,"	rhl_3",0,0,0,,"	rhl_3",,,,,"	rhl_3",,,,,
PROKKA_01158,160, igbot,8,1.47,9.16,,,,,,,0,"	rhl_3",0,0,,,"	rhl_3",,,,"	rhl_3",,,,,
PROKKA_01158,1572, sense,1004,183.88,116.97,"	rhl_3"," ""ATP-dependent RNA helicase RhlB""",,,,,0,0,"	rhl_3",0,,,,"	rhl_3",,,"	rhl_3",,,,,
PROKKA_01158,1572, antis,3,0.55,0.35,,,,,,,0,0,0,"	rhl_3",,,,,"	rhl_3",,"	rhl_3",,,,,
PROKKA_01159,235, igtop,2,0.37,1.56,,,,,,,"	fadD1_1",0,0,0,,"	fadD1_1",,,,,"	fadD1_1",,,,,
PROKKA_01159,235, igbot,0,0,0,,,,,,,0,"	fadD1_1",0,0,,,"	fadD1_1",,,,"	fadD1_1",,,,,
PROKKA_01159,1899, sense,5,0.92,0.48,"	fadD1_1"," ""long-chain-fatty-acid--CoA ligase""",,,,,0,0,"	fadD1_1",0,,,,"	fadD1_1",,,"	fadD1_1",,,,,
PROKKA_01159,1899, antis,6,1.1,0.58,,,,,,,0,0,0,"	fadD1_1",,,,,"	fadD1_1",,"	fadD1_1",,,,,
PROKKA_01160,15, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_01160,15, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_01160,648, sense,8,1.47,2.26,"	n/a","  ""carboxylesterase""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_01160,648, antis,0,0,0,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_01161,296, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_01161,296, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_01161,1026, sense,11,2.01,1.96,"	n/a","  ""amino acid ABC transporter periplasmic binding protein""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_01161,1026, antis,5,0.92,0.89,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_01162,129, igtop,5,0.92,7.1,,,,,,,"	pcs",0,0,0,,"	pcs",,,,,"	pcs",,,,,
PROKKA_01162,129, igbot,0,0,0,,,,,,,0,"	pcs",0,0,,,"	pcs",,,,"	pcs",,,,,
PROKKA_01162,699, sense,63,11.54,16.51,"	pcs","  ""phosphatidylcholine synthase""",,,,,0,0,"	pcs",0,,,,"	pcs",,,"	pcs",,,,,
PROKKA_01162,699, antis,8,1.47,2.1,,,,,,,0,0,0,"	pcs",,,,,"	pcs",,"	pcs",,,,,
PROKKA_01163,70, igtop,1,0.18,2.62,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_01163,70, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_01163,483, sense,2,0.37,0.76,"	n/a","  ""ketosteroid isomerase-like protein""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_01163,483, antis,0,0,0,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_01164,66, igtop,1,0.18,2.77,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_01164,66, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_01164,702, sense,13,2.38,3.39,"	n/a","  ""hypothetical protein""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_01164,702, antis,4,0.73,1.04,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_01165,8, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_01165,8, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_01165,315, sense,20,3.66,11.63,"	n/a","  ""GIY-YIG nuclease superfamily protein""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_01165,315, antis,0,0,0,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_01166,28, igtop,7,1.28,45.79,,,,,,,"	cat_2",0,0,0,,"	cat_2",,,,,"	cat_2",,,,,
PROKKA_01166,28, igbot,0,0,0,,,,,,,0,"	cat_2",0,0,,,"	cat_2",,,,"	cat_2",,,,,
PROKKA_01166,690, sense,32,5.86,8.49,"	cat_2"," ""chloramphenicol acetyltransferase""",,,,,0,0,"	cat_2",0,,,,"	cat_2",,,"	cat_2",,,,,
PROKKA_01166,690, antis,3,0.55,0.8,,,,,,,0,0,0,"	cat_2",,,,,"	cat_2",,"	cat_2",,,,,
PROKKA_01167,120, igtop,5,0.92,7.63,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_01167,120, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_01167,936, sense,6,1.1,1.17,"	n/a","  ""putative glutathione S-transferase""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_01167,936, antis,0,0,0,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_01168,3, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_01168,3, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_01168,753, sense,15,2.75,3.65,"	n/a","  ""nodulin-lile protein""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_01168,753, antis,0,0,0,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_01169,88, igtop,1,0.18,2.08,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_01169,88, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_01169,912, sense,186,34.07,37.35,"	n/a","  ""hypothetical protein""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_01169,912, antis,4,0.73,0.8,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_01170,21, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_01170,21, igbot,6,1.1,52.33,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_01170,1005, sense,492,90.11,89.66,"	n/a","  ""nucleoid-associated protein NdpA""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_01170,1005, antis,39,7.14,7.11,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_01171,92, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_01171,92, igbot,7,1.28,13.94,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_01171,1356, sense,10,1.83,1.35,"	n/a","  ""putative periplasmic transport protein""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_01171,1356, antis,10,1.83,1.35,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_01172,73, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_01172,73, igbot,6,1.1,15.05,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_01172,471, sense,6,1.1,2.33,"	n/a","  ""hypothetical protein""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_01172,471, antis,3,0.55,1.17,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_01173,103, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_01173,103, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_01173,543, sense,4,0.73,1.35,"	n/a","  ""putative hydrolase"," isochorismatase family""",,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_01173,543, antis,3,0.55,1.01,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_01174,11, igtop,0,0,0,,,,,,,"	ampR_4",0,0,0,,"	ampR_4",,,,,"	ampR_4",,,,,
PROKKA_01174,11, igbot,0,0,0,,,,,,,0,"	ampR_4",0,0,,,"	ampR_4",,,,"	ampR_4",,,,,
PROKKA_01174,897, sense,11,2.01,2.25,"	ampR_4"," ""transcriptional regulator AmpR""",,,,,0,0,"	ampR_4",0,,,,"	ampR_4",,,"	ampR_4",,,,,
PROKKA_01174,897, antis,5,0.92,1.02,,,,,,,0,0,0,"	ampR_4",,,,,"	ampR_4",,"	ampR_4",,,,,
PROKKA_01175,123, igtop,0,0,0,,,,,,,"	maiA_2",0,0,0,,"	maiA_2",,,,,"	maiA_2",,,,,
PROKKA_01175,123, igbot,1,0.18,1.49,,,,,,,0,"	maiA_2",0,0,,,"	maiA_2",,,,"	maiA_2",,,,,
PROKKA_01175,612, sense,2,0.37,0.6,"	maiA_2"," ""maleylacetoacetate isomerase""",,,,,0,0,"	maiA_2",0,,,,"	maiA_2",,,"	maiA_2",,,,,
PROKKA_01175,612, antis,1,0.18,0.3,,,,,,,0,0,0,"	maiA_2",,,,,"	maiA_2",,"	maiA_2",,,,,
PROKKA_01176,192, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_01176,192, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_01176,123, sense,0,0,0,"	n/a","  ""hypothetical protein""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_01176,123, antis,0,0,0,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_01177,289, igtop,0,0,0,,,,,,,"	spcS",0,0,0,,"	spcS",,,,,"	spcS",,,,,
PROKKA_01177,289, igbot,6,1.1,3.8,,,,,,,0,"	spcS",0,0,,,"	spcS",,,,"	spcS",,,,,
PROKKA_01177,351, sense,18,3.3,9.39,"	spcS"," ""specific Pseudomonas chaperone for ExoS"," SpcS""",,,,0,0,"	spcS",0,,,,"	spcS",,,"	spcS",,,,,
PROKKA_01177,351, antis,8,1.47,4.17,,,,,,,0,0,0,"	spcS",,,,,"	spcS",,"	spcS",,,,,
PROKKA_01178,187, igtop,6,1.1,5.88,,,,,,,"	exoS",0,0,0,,"	exoS",,,,,"	exoS",,,,,
PROKKA_01178,187, igbot,4,0.73,3.92,,,,,,,0,"	exoS",0,0,,,"	exoS",,,,"	exoS",,,,,
PROKKA_01178,1362, sense,35,6.41,4.71,"	exoS"," ""exoenzyme S""",,,,,0,0,"	exoS",0,,,,"	exoS",,,"	exoS",,,,,
PROKKA_01178,1362, antis,6,1.1,0.81,,,,,,,0,0,0,"	exoS",,,,,"	exoS",,"	exoS",,,,,
PROKKA_01179,90, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_01179,90, igbot,8,1.47,16.28,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_01179,1011, sense,22,4.03,3.99,"	n/a","  ""putative SAM-dependent methyltransferase""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_01179,1011, antis,1,0.18,0.18,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_01180,91, igtop,1,0.18,2.01,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_01180,91, igbot,1,0.18,2.01,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
