locus,"	gene", product,locusNumber
PROKKA_00644_igtop,"	n/a","  ""putative tail length determinator protein""",PROKKA_00644
PROKKA_00644_igbot,"	n/a","  ""putative tail length determinator protein""",PROKKA_00644
PROKKA_00644_sense,"	n/a","  ""putative tail length determinator protein""",PROKKA_00644
PROKKA_00644_antis,"	n/a","  ""putative tail length determinator protein""",PROKKA_00644
PROKKA_00645_igtop,"	n/a","  ""putative tail formation protein""",PROKKA_00645
PROKKA_00645_igbot,"	n/a","  ""putative tail formation protein""",PROKKA_00645
PROKKA_00645_sense,"	n/a","  ""putative tail formation protein""",PROKKA_00645
PROKKA_00645_antis,"	n/a","  ""putative tail formation protein""",PROKKA_00645
PROKKA_00646_igtop,"	n/a","  ""putative phage protein X""",PROKKA_00646
PROKKA_00646_igbot,"	n/a","  ""putative phage protein X""",PROKKA_00646
PROKKA_00646_sense,"	n/a","  ""putative phage protein X""",PROKKA_00646
PROKKA_00646_antis,"	n/a","  ""putative phage protein X""",PROKKA_00646
PROKKA_00647_igtop,"	n/a","  ""putative phage late control gene D protein""",PROKKA_00647
PROKKA_00647_igbot,"	n/a","  ""putative phage late control gene D protein""",PROKKA_00647
PROKKA_00647_sense,"	n/a","  ""putative phage late control gene D protein""",PROKKA_00647
PROKKA_00647_antis,"	n/a","  ""putative phage late control gene D protein""",PROKKA_00647
PROKKA_00648_igtop,"	n/a","  ""putative lytic enzyme""",PROKKA_00648
PROKKA_00648_igbot,"	n/a","  ""putative lytic enzyme""",PROKKA_00648
PROKKA_00648_sense,"	n/a","  ""putative lytic enzyme""",PROKKA_00648
PROKKA_00648_antis,"	n/a","  ""putative lytic enzyme""",PROKKA_00648
PROKKA_00649_igtop,"	n/a","  ""hypothetical protein""",PROKKA_00649
PROKKA_00649_igbot,"	n/a","  ""hypothetical protein""",PROKKA_00649
PROKKA_00649_sense,"	n/a","  ""hypothetical protein""",PROKKA_00649
PROKKA_00649_antis,"	n/a","  ""hypothetical protein""",PROKKA_00649
PROKKA_00650_igtop,"	n/a","  ""lipoprotein""",PROKKA_00650
PROKKA_00650_igbot,"	n/a","  ""lipoprotein""",PROKKA_00650
PROKKA_00650_sense,"	n/a","  ""lipoprotein""",PROKKA_00650
PROKKA_00650_antis,"	n/a","  ""lipoprotein""",PROKKA_00650
PROKKA_00651_igtop,"	trpG"," ""anthranilate synthase component II""",PROKKA_00651
PROKKA_00651_igbot,"	trpG"," ""anthranilate synthase component II""",PROKKA_00651
PROKKA_00651_sense,"	trpG"," ""anthranilate synthase component II""",PROKKA_00651
PROKKA_00651_antis,"	trpG"," ""anthranilate synthase component II""",PROKKA_00651
PROKKA_00652_igtop,"	trpD_1"," ""anthranilate phosphoribosyltransferase""",PROKKA_00652
PROKKA_00652_igbot,"	trpD_1"," ""anthranilate phosphoribosyltransferase""",PROKKA_00652
PROKKA_00652_sense,"	trpD_1"," ""anthranilate phosphoribosyltransferase""",PROKKA_00652
PROKKA_00652_antis,"	trpD_1"," ""anthranilate phosphoribosyltransferase""",PROKKA_00652
PROKKA_00653_igtop,"	trpC"," ""indole-3-glycerol-phosphate synthase""",PROKKA_00653
PROKKA_00653_igbot,"	trpC"," ""indole-3-glycerol-phosphate synthase""",PROKKA_00653
PROKKA_00653_sense,"	trpC"," ""indole-3-glycerol-phosphate synthase""",PROKKA_00653
PROKKA_00653_antis,"	trpC"," ""indole-3-glycerol-phosphate synthase""",PROKKA_00653
PROKKA_00654_igtop,"	vfr_2"," ""transcriptional regulator Vfr""",PROKKA_00654
PROKKA_00654_igbot,"	vfr_2"," ""transcriptional regulator Vfr""",PROKKA_00654
PROKKA_00654_sense,"	vfr_2"," ""transcriptional regulator Vfr""",PROKKA_00654
PROKKA_00654_antis,"	vfr_2"," ""transcriptional regulator Vfr""",PROKKA_00654
PROKKA_00655_igtop,"	n/a","  ""putative redox protein""",PROKKA_00655
PROKKA_00655_igbot,"	n/a","  ""putative redox protein""",PROKKA_00655
PROKKA_00655_sense,"	n/a","  ""putative redox protein""",PROKKA_00655
PROKKA_00655_antis,"	n/a","  ""putative redox protein""",PROKKA_00655
PROKKA_00656_igtop,"	speD"," ""S-adenosylmethionine decarboxylase proenzyme""",PROKKA_00656
PROKKA_00656_igbot,"	speD"," ""S-adenosylmethionine decarboxylase proenzyme""",PROKKA_00656
PROKKA_00656_sense,"	speD"," ""S-adenosylmethionine decarboxylase proenzyme""",PROKKA_00656
PROKKA_00656_antis,"	speD"," ""S-adenosylmethionine decarboxylase proenzyme""",PROKKA_00656
PROKKA_00657_igtop,"	n/a","  ""putative ubiquinone biosynthesis protein""",PROKKA_00657
PROKKA_00657_igbot,"	n/a","  ""putative ubiquinone biosynthesis protein""",PROKKA_00657
PROKKA_00657_sense,"	n/a","  ""putative ubiquinone biosynthesis protein""",PROKKA_00657
PROKKA_00657_antis,"	n/a","  ""putative ubiquinone biosynthesis protein""",PROKKA_00657
PROKKA_00658_igtop,"	n/a","  ""putative HIT family protein""",PROKKA_00658
PROKKA_00658_igbot,"	n/a","  ""putative HIT family protein""",PROKKA_00658
PROKKA_00658_sense,"	n/a","  ""putative HIT family protein""",PROKKA_00658
PROKKA_00658_antis,"	n/a","  ""putative HIT family protein""",PROKKA_00658
PROKKA_00659_igtop,"	ftsH_1"," ""cell division protein FtsH""",PROKKA_00659
PROKKA_00659_igbot,"	ftsH_1"," ""cell division protein FtsH""",PROKKA_00659
PROKKA_00659_sense,"	ftsH_1"," ""cell division protein FtsH""",PROKKA_00659
PROKKA_00659_antis,"	ftsH_1"," ""cell division protein FtsH""",PROKKA_00659
PROKKA_00660_igtop,"	fabG_3"," ""3-oxoacyl-[acyl-carrier-protein] reductase""",PROKKA_00660
PROKKA_00660_igbot,"	fabG_3"," ""3-oxoacyl-[acyl-carrier-protein] reductase""",PROKKA_00660
PROKKA_00660_sense,"	fabG_3"," ""3-oxoacyl-[acyl-carrier-protein] reductase""",PROKKA_00660
PROKKA_00660_antis,"	fabG_3"," ""3-oxoacyl-[acyl-carrier-protein] reductase""",PROKKA_00660
PROKKA_00661_igtop,"	n/a","  ""membrane protein""",PROKKA_00661
PROKKA_00661_igbot,"	n/a","  ""membrane protein""",PROKKA_00661
PROKKA_00661_sense,"	n/a","  ""membrane protein""",PROKKA_00661
PROKKA_00661_antis,"	n/a","  ""membrane protein""",PROKKA_00661
PROKKA_00662_igtop,"	n/a","  ""2-Nitropropane Dioxygenase""",PROKKA_00662
PROKKA_00662_igbot,"	n/a","  ""2-Nitropropane Dioxygenase""",PROKKA_00662
PROKKA_00662_sense,"	n/a","  ""2-Nitropropane Dioxygenase""",PROKKA_00662
PROKKA_00662_antis,"	n/a","  ""2-Nitropropane Dioxygenase""",PROKKA_00662
PROKKA_00663_igtop,"	n/a","  ""membrane protein""",PROKKA_00663
PROKKA_00663_igbot,"	n/a","  ""membrane protein""",PROKKA_00663
PROKKA_00663_sense,"	n/a","  ""membrane protein""",PROKKA_00663
PROKKA_00663_antis,"	n/a","  ""membrane protein""",PROKKA_00663
PROKKA_00664_igtop,"	argC"," ""N-acetyl-gamma-glutamyl-phosphate reductase""",PROKKA_00664
PROKKA_00664_igbot,"	argC"," ""N-acetyl-gamma-glutamyl-phosphate reductase""",PROKKA_00664
PROKKA_00664_sense,"	argC"," ""N-acetyl-gamma-glutamyl-phosphate reductase""",PROKKA_00664
PROKKA_00664_antis,"	argC"," ""N-acetyl-gamma-glutamyl-phosphate reductase""",PROKKA_00664
PROKKA_00665_igtop,"	n/a","  ""hypothetical protein""",PROKKA_00665
PROKKA_00665_igbot,"	n/a","  ""hypothetical protein""",PROKKA_00665
PROKKA_00665_sense,"	n/a","  ""hypothetical protein""",PROKKA_00665
PROKKA_00665_antis,"	n/a","  ""hypothetical protein""",PROKKA_00665
PROKKA_00666_igtop,"	n/a","  ""putative integral membrane protein""",PROKKA_00666
PROKKA_00666_igbot,"	n/a","  ""putative integral membrane protein""",PROKKA_00666
PROKKA_00666_sense,"	n/a","  ""putative integral membrane protein""",PROKKA_00666
PROKKA_00666_antis,"	n/a","  ""putative integral membrane protein""",PROKKA_00666
PROKKA_00667_igtop,"	n/a","  ""iron-sulfur cluster insertion protein ErpA""",PROKKA_00667
PROKKA_00667_igbot,"	n/a","  ""iron-sulfur cluster insertion protein ErpA""",PROKKA_00667
PROKKA_00667_sense,"	n/a","  ""iron-sulfur cluster insertion protein ErpA""",PROKKA_00667
PROKKA_00667_antis,"	n/a","  ""iron-sulfur cluster insertion protein ErpA""",PROKKA_00667
PROKKA_00668_igtop,"	anmK"," ""anhydro-N-acetylmuramic acid kinase""",PROKKA_00668
PROKKA_00668_igbot,"	anmK"," ""anhydro-N-acetylmuramic acid kinase""",PROKKA_00668
PROKKA_00668_sense,"	anmK"," ""anhydro-N-acetylmuramic acid kinase""",PROKKA_00668
PROKKA_00668_antis,"	anmK"," ""anhydro-N-acetylmuramic acid kinase""",PROKKA_00668
PROKKA_00669_igtop,"	n/a","  ""putative metallopeptidase""",PROKKA_00669
PROKKA_00669_igbot,"	n/a","  ""putative metallopeptidase""",PROKKA_00669
PROKKA_00669_sense,"	n/a","  ""putative metallopeptidase""",PROKKA_00669
PROKKA_00669_antis,"	n/a","  ""putative metallopeptidase""",PROKKA_00669
PROKKA_00670_igtop,"	tyrZ"," ""tyrosyl-tRNA synthetase 2""",PROKKA_00670
PROKKA_00670_igbot,"	tyrZ"," ""tyrosyl-tRNA synthetase 2""",PROKKA_00670
PROKKA_00670_sense,"	tyrZ"," ""tyrosyl-tRNA synthetase 2""",PROKKA_00670
PROKKA_00670_antis,"	tyrZ"," ""tyrosyl-tRNA synthetase 2""",PROKKA_00670
PROKKA_00671_igtop,"	n/a","  ""16S ribosomal RNA""",PROKKA_00671
PROKKA_00671_igbot,"	n/a","  ""16S ribosomal RNA""",PROKKA_00671
PROKKA_00671_sense,"	n/a","  ""16S ribosomal RNA""",PROKKA_00671
PROKKA_00671_antis,"	n/a","  ""16S ribosomal RNA""",PROKKA_00671
PROKKA_00672_igtop,"	n/a","  ""tRNA-Ile""",PROKKA_00672
PROKKA_00672_igbot,"	n/a","  ""tRNA-Ile""",PROKKA_00672
PROKKA_00672_sense,"	n/a","  ""tRNA-Ile""",PROKKA_00672
PROKKA_00672_antis,"	n/a","  ""tRNA-Ile""",PROKKA_00672
PROKKA_00673_igtop,"	n/a","  ""tRNA-Ala""",PROKKA_00673
PROKKA_00673_igbot,"	n/a","  ""tRNA-Ala""",PROKKA_00673
PROKKA_00673_sense,"	n/a","  ""tRNA-Ala""",PROKKA_00673
PROKKA_00673_antis,"	n/a","  ""tRNA-Ala""",PROKKA_00673
PROKKA_00674_igtop,"	n/a","  ""23S ribosomal RNA""",PROKKA_00674
PROKKA_00674_igbot,"	n/a","  ""23S ribosomal RNA""",PROKKA_00674
PROKKA_00674_sense,"	n/a","  ""23S ribosomal RNA""",PROKKA_00674
PROKKA_00674_antis,"	n/a","  ""23S ribosomal RNA""",PROKKA_00674
PROKKA_00675_igtop,"	n/a","  ""5S ribosomal RNA""",PROKKA_00675
PROKKA_00675_igbot,"	n/a","  ""5S ribosomal RNA""",PROKKA_00675
PROKKA_00675_sense,"	n/a","  ""5S ribosomal RNA""",PROKKA_00675
PROKKA_00675_antis,"	n/a","  ""5S ribosomal RNA""",PROKKA_00675
PROKKA_00676_igtop,"	birA"," ""BirA bifunctional protein""",PROKKA_00676
PROKKA_00676_igbot,"	birA"," ""BirA bifunctional protein""",PROKKA_00676
PROKKA_00676_sense,"	birA"," ""BirA bifunctional protein""",PROKKA_00676
PROKKA_00676_antis,"	birA"," ""BirA bifunctional protein""",PROKKA_00676
PROKKA_00677_igtop,"	n/a","  ""pantothenate kinase""",PROKKA_00677
PROKKA_00677_igbot,"	n/a","  ""pantothenate kinase""",PROKKA_00677
PROKKA_00677_sense,"	n/a","  ""pantothenate kinase""",PROKKA_00677
PROKKA_00677_antis,"	n/a","  ""pantothenate kinase""",PROKKA_00677
PROKKA_00678_igtop,"	n/a","  ""sporulation domain-containing protein""",PROKKA_00678
PROKKA_00678_igbot,"	n/a","  ""sporulation domain-containing protein""",PROKKA_00678
PROKKA_00678_sense,"	n/a","  ""sporulation domain-containing protein""",PROKKA_00678
PROKKA_00678_antis,"	n/a","  ""sporulation domain-containing protein""",PROKKA_00678
PROKKA_00679_igtop,"	n/a","  ""tRNA-Tyr""",PROKKA_00679
PROKKA_00679_igbot,"	n/a","  ""tRNA-Tyr""",PROKKA_00679
PROKKA_00679_sense,"	n/a","  ""tRNA-Tyr""",PROKKA_00679
PROKKA_00679_antis,"	n/a","  ""tRNA-Tyr""",PROKKA_00679
PROKKA_00680_igtop,"	n/a","  ""tRNA-Gly""",PROKKA_00680
PROKKA_00680_igbot,"	n/a","  ""tRNA-Gly""",PROKKA_00680
PROKKA_00680_sense,"	n/a","  ""tRNA-Gly""",PROKKA_00680
PROKKA_00680_antis,"	n/a","  ""tRNA-Gly""",PROKKA_00680
PROKKA_00681_igtop,"	n/a","  ""tRNA-Thr""",PROKKA_00681
PROKKA_00681_igbot,"	n/a","  ""tRNA-Thr""",PROKKA_00681
PROKKA_00681_sense,"	n/a","  ""tRNA-Thr""",PROKKA_00681
PROKKA_00681_antis,"	n/a","  ""tRNA-Thr""",PROKKA_00681
PROKKA_00682_igtop,"	tufB_1"," ""elongation factor Tu""",PROKKA_00682
PROKKA_00682_igbot,"	tufB_1"," ""elongation factor Tu""",PROKKA_00682
PROKKA_00682_sense,"	tufB_1"," ""elongation factor Tu""",PROKKA_00682
PROKKA_00682_antis,"	tufB_1"," ""elongation factor Tu""",PROKKA_00682
PROKKA_00683_igtop,"	n/a","  ""tRNA-Trp""",PROKKA_00683
PROKKA_00683_igbot,"	n/a","  ""tRNA-Trp""",PROKKA_00683
PROKKA_00683_sense,"	n/a","  ""tRNA-Trp""",PROKKA_00683
PROKKA_00683_antis,"	n/a","  ""tRNA-Trp""",PROKKA_00683
PROKKA_00684_igtop,"	n/a","  ""hypothetical protein""",PROKKA_00684
PROKKA_00684_igbot,"	n/a","  ""hypothetical protein""",PROKKA_00684
PROKKA_00684_sense,"	n/a","  ""hypothetical protein""",PROKKA_00684
PROKKA_00684_antis,"	n/a","  ""hypothetical protein""",PROKKA_00684
PROKKA_00685_igtop,"	nusG"," ""transcription antitermination protein NusG""",PROKKA_00685
PROKKA_00685_igbot,"	nusG"," ""transcription antitermination protein NusG""",PROKKA_00685
PROKKA_00685_sense,"	nusG"," ""transcription antitermination protein NusG""",PROKKA_00685
PROKKA_00685_antis,"	nusG"," ""transcription antitermination protein NusG""",PROKKA_00685
PROKKA_00686_igtop,"	rplK"," ""50S ribosomal protein L11""",PROKKA_00686
PROKKA_00686_igbot,"	rplK"," ""50S ribosomal protein L11""",PROKKA_00686
PROKKA_00686_sense,"	rplK"," ""50S ribosomal protein L11""",PROKKA_00686
PROKKA_00686_antis,"	rplK"," ""50S ribosomal protein L11""",PROKKA_00686
PROKKA_00687_igtop,"	rplA"," ""50S ribosomal protein L1""",PROKKA_00687
PROKKA_00687_igbot,"	rplA"," ""50S ribosomal protein L1""",PROKKA_00687
PROKKA_00687_sense,"	rplA"," ""50S ribosomal protein L1""",PROKKA_00687
PROKKA_00687_antis,"	rplA"," ""50S ribosomal protein L1""",PROKKA_00687
PROKKA_00688_igtop,"	n/a","  ""P27""",PROKKA_00688
PROKKA_00688_igbot,"	n/a","  ""P27""",PROKKA_00688
PROKKA_00688_sense,"	n/a","  ""P27""",PROKKA_00688
PROKKA_00688_antis,"	n/a","  ""P27""",PROKKA_00688
PROKKA_00689_igtop,"	rplJ"," ""50S ribosomal protein L10""",PROKKA_00689
PROKKA_00689_igbot,"	rplJ"," ""50S ribosomal protein L10""",PROKKA_00689
PROKKA_00689_sense,"	rplJ"," ""50S ribosomal protein L10""",PROKKA_00689
PROKKA_00689_antis,"	rplJ"," ""50S ribosomal protein L10""",PROKKA_00689
PROKKA_00690_igtop,"	rplL"," ""50S ribosomal protein L7 / L12""",PROKKA_00690
PROKKA_00690_igbot,"	rplL"," ""50S ribosomal protein L7 / L12""",PROKKA_00690
PROKKA_00690_sense,"	rplL"," ""50S ribosomal protein L7 / L12""",PROKKA_00690
PROKKA_00690_antis,"	rplL"," ""50S ribosomal protein L7 / L12""",PROKKA_00690
PROKKA_00691_igtop,"	n/a","  ""P26""",PROKKA_00691
PROKKA_00691_igbot,"	n/a","  ""P26""",PROKKA_00691
PROKKA_00691_sense,"	n/a","  ""P26""",PROKKA_00691
PROKKA_00691_antis,"	n/a","  ""P26""",PROKKA_00691
PROKKA_00692_igtop,"	rpoB"," ""DNA-directed RNA polymerase beta chain""",PROKKA_00692
PROKKA_00692_igbot,"	rpoB"," ""DNA-directed RNA polymerase beta chain""",PROKKA_00692
PROKKA_00692_sense,"	rpoB"," ""DNA-directed RNA polymerase beta chain""",PROKKA_00692
PROKKA_00692_antis,"	rpoB"," ""DNA-directed RNA polymerase beta chain""",PROKKA_00692
PROKKA_00693_igtop,"	rpoC"," ""DNA-directed RNA polymerase beta* chain""",PROKKA_00693
PROKKA_00693_igbot,"	rpoC"," ""DNA-directed RNA polymerase beta* chain""",PROKKA_00693
PROKKA_00693_sense,"	rpoC"," ""DNA-directed RNA polymerase beta* chain""",PROKKA_00693
PROKKA_00693_antis,"	rpoC"," ""DNA-directed RNA polymerase beta* chain""",PROKKA_00693
PROKKA_00694_igtop,"	n/a","  ""rpsL_psuedo""",PROKKA_00694
PROKKA_00694_igbot,"	n/a","  ""rpsL_psuedo""",PROKKA_00694
PROKKA_00694_sense,"	n/a","  ""rpsL_psuedo""",PROKKA_00694
PROKKA_00694_antis,"	n/a","  ""rpsL_psuedo""",PROKKA_00694
PROKKA_00695_igtop,"	rpsL"," ""30S ribosomal protein S12""",PROKKA_00695
PROKKA_00695_igbot,"	rpsL"," ""30S ribosomal protein S12""",PROKKA_00695
PROKKA_00695_sense,"	rpsL"," ""30S ribosomal protein S12""",PROKKA_00695
PROKKA_00695_antis,"	rpsL"," ""30S ribosomal protein S12""",PROKKA_00695
PROKKA_00696_igtop,"	rpsG"," ""30S ribosomal protein S7""",PROKKA_00696
PROKKA_00696_igbot,"	rpsG"," ""30S ribosomal protein S7""",PROKKA_00696
PROKKA_00696_sense,"	rpsG"," ""30S ribosomal protein S7""",PROKKA_00696
PROKKA_00696_antis,"	rpsG"," ""30S ribosomal protein S7""",PROKKA_00696
PROKKA_00697_igtop,"	fusA1"," ""elongation factor G""",PROKKA_00697
PROKKA_00697_igbot,"	fusA1"," ""elongation factor G""",PROKKA_00697
PROKKA_00697_sense,"	fusA1"," ""elongation factor G""",PROKKA_00697
PROKKA_00697_antis,"	fusA1"," ""elongation factor G""",PROKKA_00697
PROKKA_00698_igtop,"	tufB_2"," ""elongation factor Tu""",PROKKA_00698
PROKKA_00698_igbot,"	tufB_2"," ""elongation factor Tu""",PROKKA_00698
PROKKA_00698_sense,"	tufB_2"," ""elongation factor Tu""",PROKKA_00698
PROKKA_00698_antis,"	tufB_2"," ""elongation factor Tu""",PROKKA_00698
PROKKA_00699_igtop,"	rpsJ"," ""30S ribosomal protein S10""",PROKKA_00699
PROKKA_00699_igbot,"	rpsJ"," ""30S ribosomal protein S10""",PROKKA_00699
PROKKA_00699_sense,"	rpsJ"," ""30S ribosomal protein S10""",PROKKA_00699
PROKKA_00699_antis,"	rpsJ"," ""30S ribosomal protein S10""",PROKKA_00699
PROKKA_00700_igtop,"	rplC"," ""50S ribosomal protein L3""",PROKKA_00700
PROKKA_00700_igbot,"	rplC"," ""50S ribosomal protein L3""",PROKKA_00700
PROKKA_00700_sense,"	rplC"," ""50S ribosomal protein L3""",PROKKA_00700
PROKKA_00700_antis,"	rplC"," ""50S ribosomal protein L3""",PROKKA_00700
PROKKA_00701_igtop,"	rplD"," ""50S ribosomal protein L4""",PROKKA_00701
PROKKA_00701_igbot,"	rplD"," ""50S ribosomal protein L4""",PROKKA_00701
PROKKA_00701_sense,"	rplD"," ""50S ribosomal protein L4""",PROKKA_00701
PROKKA_00701_antis,"	rplD"," ""50S ribosomal protein L4""",PROKKA_00701
PROKKA_00702_igtop,"	rplW"," ""50S ribosomal protein L23""",PROKKA_00702
PROKKA_00702_igbot,"	rplW"," ""50S ribosomal protein L23""",PROKKA_00702
PROKKA_00702_sense,"	rplW"," ""50S ribosomal protein L23""",PROKKA_00702
PROKKA_00702_antis,"	rplW"," ""50S ribosomal protein L23""",PROKKA_00702
PROKKA_00703_igtop,"	rplB"," ""50S ribosomal protein L2""",PROKKA_00703
PROKKA_00703_igbot,"	rplB"," ""50S ribosomal protein L2""",PROKKA_00703
PROKKA_00703_sense,"	rplB"," ""50S ribosomal protein L2""",PROKKA_00703
PROKKA_00703_antis,"	rplB"," ""50S ribosomal protein L2""",PROKKA_00703
PROKKA_00704_igtop,"	rpsS"," ""30S ribosomal protein S19""",PROKKA_00704
PROKKA_00704_igbot,"	rpsS"," ""30S ribosomal protein S19""",PROKKA_00704
PROKKA_00704_sense,"	rpsS"," ""30S ribosomal protein S19""",PROKKA_00704
PROKKA_00704_antis,"	rpsS"," ""30S ribosomal protein S19""",PROKKA_00704
PROKKA_00705_igtop,"	rplV"," ""50S ribosomal protein L22""",PROKKA_00705
PROKKA_00705_igbot,"	rplV"," ""50S ribosomal protein L22""",PROKKA_00705
PROKKA_00705_sense,"	rplV"," ""50S ribosomal protein L22""",PROKKA_00705
PROKKA_00705_antis,"	rplV"," ""50S ribosomal protein L22""",PROKKA_00705
PROKKA_00706_igtop,"	rpsC"," ""30S ribosomal protein S3""",PROKKA_00706
PROKKA_00706_igbot,"	rpsC"," ""30S ribosomal protein S3""",PROKKA_00706
PROKKA_00706_sense,"	rpsC"," ""30S ribosomal protein S3""",PROKKA_00706
PROKKA_00706_antis,"	rpsC"," ""30S ribosomal protein S3""",PROKKA_00706
PROKKA_00707_igtop,"	rplP"," ""50S ribosomal protein L16""",PROKKA_00707
PROKKA_00707_igbot,"	rplP"," ""50S ribosomal protein L16""",PROKKA_00707
PROKKA_00707_sense,"	rplP"," ""50S ribosomal protein L16""",PROKKA_00707
PROKKA_00707_antis,"	rplP"," ""50S ribosomal protein L16""",PROKKA_00707
PROKKA_00708_igtop,"	rpmC"," ""50S ribosomal protein L29""",PROKKA_00708
PROKKA_00708_igbot,"	rpmC"," ""50S ribosomal protein L29""",PROKKA_00708
PROKKA_00708_sense,"	rpmC"," ""50S ribosomal protein L29""",PROKKA_00708
PROKKA_00708_antis,"	rpmC"," ""50S ribosomal protein L29""",PROKKA_00708
PROKKA_00709_igtop,"	rpsQ"," ""30S ribosomal protein S17""",PROKKA_00709
PROKKA_00709_igbot,"	rpsQ"," ""30S ribosomal protein S17""",PROKKA_00709
PROKKA_00709_sense,"	rpsQ"," ""30S ribosomal protein S17""",PROKKA_00709
PROKKA_00709_antis,"	rpsQ"," ""30S ribosomal protein S17""",PROKKA_00709
PROKKA_00710_igtop,"	rplN"," ""50S ribosomal protein L14""",PROKKA_00710
PROKKA_00710_igbot,"	rplN"," ""50S ribosomal protein L14""",PROKKA_00710
PROKKA_00710_sense,"	rplN"," ""50S ribosomal protein L14""",PROKKA_00710
PROKKA_00710_antis,"	rplN"," ""50S ribosomal protein L14""",PROKKA_00710
PROKKA_00711_igtop,"	rplX"," ""50S ribosomal protein L24""",PROKKA_00711
PROKKA_00711_igbot,"	rplX"," ""50S ribosomal protein L24""",PROKKA_00711
PROKKA_00711_sense,"	rplX"," ""50S ribosomal protein L24""",PROKKA_00711
PROKKA_00711_antis,"	rplX"," ""50S ribosomal protein L24""",PROKKA_00711
PROKKA_00712_igtop,"	rplE"," ""50S ribosomal protein L5""",PROKKA_00712
PROKKA_00712_igbot,"	rplE"," ""50S ribosomal protein L5""",PROKKA_00712
PROKKA_00712_sense,"	rplE"," ""50S ribosomal protein L5""",PROKKA_00712
PROKKA_00712_antis,"	rplE"," ""50S ribosomal protein L5""",PROKKA_00712
PROKKA_00713_igtop,"	rpsN"," ""30S ribosomal protein S14""",PROKKA_00713
PROKKA_00713_igbot,"	rpsN"," ""30S ribosomal protein S14""",PROKKA_00713
PROKKA_00713_sense,"	rpsN"," ""30S ribosomal protein S14""",PROKKA_00713
PROKKA_00713_antis,"	rpsN"," ""30S ribosomal protein S14""",PROKKA_00713
PROKKA_00714_igtop,"	rpsH"," ""30S ribosomal protein S8""",PROKKA_00714
PROKKA_00714_igbot,"	rpsH"," ""30S ribosomal protein S8""",PROKKA_00714
PROKKA_00714_sense,"	rpsH"," ""30S ribosomal protein S8""",PROKKA_00714
PROKKA_00714_antis,"	rpsH"," ""30S ribosomal protein S8""",PROKKA_00714
PROKKA_00715_igtop,"	rplF"," ""50S ribosomal protein L6""",PROKKA_00715
PROKKA_00715_igbot,"	rplF"," ""50S ribosomal protein L6""",PROKKA_00715
PROKKA_00715_sense,"	rplF"," ""50S ribosomal protein L6""",PROKKA_00715
PROKKA_00715_antis,"	rplF"," ""50S ribosomal protein L6""",PROKKA_00715
PROKKA_00716_igtop,"	rplR"," ""50S ribosomal protein L18""",PROKKA_00716
PROKKA_00716_igbot,"	rplR"," ""50S ribosomal protein L18""",PROKKA_00716
PROKKA_00716_sense,"	rplR"," ""50S ribosomal protein L18""",PROKKA_00716
PROKKA_00716_antis,"	rplR"," ""50S ribosomal protein L18""",PROKKA_00716
PROKKA_00717_igtop,"	rpsE"," ""30S ribosomal protein S5""",PROKKA_00717
